1;1БАНК;ПАО;2896;10.06.1994 ;ОТЗ;362040, Республика Северная Осетия-Алания, г.Владикавказ, ул. Станиславского, 10
2;НКО;21 ВЕК;ООО;3309-К;26.02.1997 ;ОТЗ;197110, Санкт-Петербург, Песочная набережная, дом 40, литера А, помещение 26-Н
3;АБСОЛЮТ БАНК;ПАО;2306;22.04.1993 ;127051, г. Москва, Цветной бульвар, д. 18
4;АВАНГАРД;ПАО;2879;09.06.1994 ;115035, г. Москва, ул. Садовническая, д.12, стр. 1
5;АВЕРС;ООО;415;25.09.1990 ;420111, г.Казань, ул.Мусы Джалиля, д.3
6;АВТОГРАДБАНК;АО;1455;26.04.1991 ;423831, Республика Татарстан, г.Набережные Челны, проспект Хасана Туфана,43
7;АВТОКРЕДИТБАНК;ООО;1973;22.07.1992 ;420081, г.Казань, пр-т А. Камалеева, д.16а
8;АВТОТОРГБАНК;ООО;2776;05.04.1994 ;123007, г. Москва, 1-я Магистральная улица, д. 13, стр. 2
9;АГОРА;ООО;3231;14.03.1995 ;127549, г. Москва, ул. Пришвина, д. 8, корп. 2
10;АГРОИНКОМБАНК;ПАО;1946;06.07.1992 ;ОТЗ;414000, город Астрахань, пл. Ленина/ул. Бурова, 10/3, помещение 73
11;АГРОПРОМКРЕДИТ;АО;2880;09.06.1994 ;140083, Московская область, г. Лыткарино, 5-й микрорайон, квартал 2, д. 13
12;АГРОРОС;АО;2860;23.05.1994 ;410017, г.Саратов, ул.Чернышевского, 90
13;АГРОСОЮЗ;ООО;1459;17.05.1991 ;ОТЗ;101000, г. Москва, Уланский пер., д. 13, стр. 1
14;АДМИРАЛТЕЙСКИЙ;ООО;3054;17.08.1994 ;ОТЗ;119034, г. Москва, Лопухинский пер., д.6, стр.1
15;АЗИАТСКО-ТИХООКЕАНСКИЙ БАНК;ПАО;1810;14.02.1992 ;675000, Амурская обл., г. Благовещенск, ул.Амурская, 225
16;АЗИМУТ;ПАО;3154;14.11.1994 ;ОТЗ;125190, г. Москва, Ленинградский проспект, д.80/2, кор.5А
17;АЗИЯ-ИНВЕСТ БАНК;АО;3303;30.08.1996 ;119180, г. Москва, 2-й Казачий пер., д. 3, стр. 1
18;АЙВИ БАНК;АО;2055;11.09.1992 ;ОТЗ;125195, г.Москва, Ленинградское шоссе, д. 59
